Area Name,Year,Variable,Value
Ohio,2004,Property Crimes Per 100,3673
District of Columbia,1995,Property Crimes Per 100,9512
Arkansas,1991,Property Crimes Per 100,4582
Montana,2010,Crimes Per 100,2816
South Carolina,1999,Crimes Per 100,5325
District of Columbia,2009,Crimes Per 100,6091
Alabama,2005,Property Crimes Per 100,3892
Maryland,1999,Crimes Per 100,4920
Michigan,2000,Property Crimes Per 100,3555
Vermont,2010,Violent Crimes Per 100,130
Colorado,2002,Crimes Per 100,4248
Hawaii,1993,Crimes Per 100,6277
Mississippi,2006,Crimes Per 100,3507
Alabama,2002,Crimes Per 100,4465
Connecticut,1994,Crimes Per 100,4548
New Mexico,2006,Crimes Per 100,4580
Utah,2001,Crimes Per 100,4243
Maine,2006,Crimes Per 100,2634
Wisconsin,2000,Crimes Per 100,3209
Minnesota,1999,Property Crimes Per 100,3324
Arkansas,2012,Crimes Per 100,4129
Delaware,2009,Crimes Per 100,3986
Minnesota,2007,Crimes Per 100,3326
Ohio,2002,Crimes Per 100,4107
Utah,1997,Crimes Per 100,5996
Montana,2011,Crimes Per 100,2587
Tennessee,1995,Property Crimes Per 100,4591
Washington,2002,Crimes Per 100,5107
Rhode Island,2003,Crimes Per 100,3281
New Jersey,2008,Crimes Per 100,2620
Michigan,2016,Crimes Per 100,2369
Nevada,2010,Crimes Per 100,3435
District of Columbia,2009,Violent Crimes Per 100,1346
Nebraska,1996,Property Crimes Per 100,4002
New Hampshire,2009,Violent Crimes Per 100,160
South Dakota,2003,Violent Crimes Per 100,174
Oregon,2010,Violent Crimes Per 100,252
North Carolina,2013,Violent Crimes Per 100,337
Maine,2011,Violent Crimes Per 100,123
South Carolina,1998,Violent Crimes Per 100,903
Louisiana,2004,Property Crimes Per 100,4410
North Dakota,2010,Violent Crimes Per 100,225
Tennessee,2000,Violent Crimes Per 100,707
West Virginia,2001,Crimes Per 100,2560
Montana,2013,Crimes Per 100,2797
Missouri,2016,Property Crimes Per 100,2799
Washington,1997,Crimes Per 100,5926
California,2010,Crimes Per 100,3076
District of Columbia,2011,Crimes Per 100,5998
Delaware,2003,Crimes Per 100,4090
Alabama,2000,Crimes Per 100,4546
Alabama,2008,Crimes Per 100,4536
Virginia,2003,Crimes Per 100,3000
Oregon,2015,Crimes Per 100,3207
New Mexico,2014,Crimes Per 100,4140
North Carolina,2012,Crimes Per 100,3723
Rhode Island,2011,Crimes Per 100,2924
Tennessee,1993,Crimes Per 100,5240
Texas,1991,Crimes Per 100,7819
Pennsylvania,2004,Crimes Per 100,2826
Maryland,1995,Property Crimes Per 100,5308
Hawaii,2003,Crimes Per 100,5547
Connecticut,2012,Property Crimes Per 100,2140
California,2001,Crimes Per 100,3903
Kentucky,1995,Crimes Per 100,3352
New Jersey,2003,Crimes Per 100,2914
Idaho,2006,Crimes Per 100,2666
Arizona,2016,Crimes Per 100,3449
Nebraska,2012,Property Crimes Per 100,2755
Vermont,1993,Crimes Per 100,3972
Missouri,1998,Crimes Per 100,4826
Missouri,2007,Crimes Per 100,4243
South Dakota,1996,Crimes Per 100,2970
Florida,2012,Crimes Per 100,3764
California,2003,Property Crimes Per 100,3426
California,2008,Crimes Per 100,3444
North Dakota,2016,Crimes Per 100,2547
Vermont,2005,Violent Crimes Per 100,120
Oregon,1997,Crimes Per 100,6270
Kansas,2016,Crimes Per 100,3076
Iowa,2016,Violent Crimes Per 100,291
Tennessee,1991,Violent Crimes Per 100,726
New Hampshire,2011,Violent Crimes Per 100,188
Oklahoma,2011,Violent Crimes Per 100,455
South Dakota,2010,Crimes Per 100,2121
Ohio,2010,Crimes Per 100,3560
New Mexico,2016,Crimes Per 100,4640
Arizona,2004,Violent Crimes Per 100,504
Ohio,2016,Crimes Per 100,2878
New Hampshire,2012,Violent Crimes Per 100,188
Florida,1996,Property Crimes Per 100,6446
New Jersey,2008,Property Crimes Per 100,2293
Mississippi,2008,Violent Crimes Per 100,285
Minnesota,1997,Violent Crimes Per 100,338
Idaho,2007,Violent Crimes Per 100,239
Rhode Island,1992,Violent Crimes Per 100,395
Oklahoma,1997,Violent Crimes Per 100,560
Texas,2011,Violent Crimes Per 100,409
Louisiana,2013,Violent Crimes Per 100,510
Oklahoma,1991,Violent Crimes Per 100,584
Pennsylvania,1999,Violent Crimes Per 100,421
Michigan,2002,Violent Crimes Per 100,541
Illinois,2002,Violent Crimes Per 100,602
Nevada,1993,Crimes Per 100,6180
Montana,1997,Violent Crimes Per 100,132
Hawaii,2009,Violent Crimes Per 100,275
Montana,2009,Property Crimes Per 100,2464
North Carolina,1995,Property Crimes Per 100,4993
Illinois,1999,Violent Crimes Per 100,690
Iowa,2010,Property Crimes Per 100,2243
Ohio,1992,Property Crimes Per 100,4140
Kansas,1999,Property Crimes Per 100,4056
Idaho,2000,Property Crimes Per 100,2934
Florida,1991,Violent Crimes Per 100,1184
Delaware,1992,Violent Crimes Per 100,621
Arkansas,2012,Property Crimes Per 100,3660
Arkansas,2011,Property Crimes Per 100,3754
Florida,2000,Violent Crimes Per 100,812
South Carolina,2016,Property Crimes Per 100,3244
North Carolina,2015,Property Crimes Per 100,2750
North Carolina,2012,Property Crimes Per 100,3370
Alabama,2014,Crimes Per 100,3605
Massachusetts,2010,Violent Crimes Per 100,467
Michigan,1992,Violent Crimes Per 100,770
Illinois,1994,Violent Crimes Per 100,961
Kansas,2003,Property Crimes Per 100,4010
Oklahoma,2009,Property Crimes Per 100,3574
North Dakota,2007,Property Crimes Per 100,1890
Kentucky,2005,Property Crimes Per 100,2531
Maine,1993,Property Crimes Per 100,3028
Arizona,2006,Property Crimes Per 100,4627
Arkansas,1996,Property Crimes Per 100,4175
Rhode Island,1996,Property Crimes Per 100,3646
Mississippi,2009,Property Crimes Per 100,2953
Oregon,1993,Property Crimes Per 100,5263
Pennsylvania,2001,Property Crimes Per 100,2551
Kansas,2011,Property Crimes Per 100,3080
North Carolina,2015,Crimes Per 100,3097
New York,2016,Crimes Per 100,1922
North Dakota,2015,Property Crimes Per 100,2117
Wisconsin,2012,Property Crimes Per 100,2454
Oregon,2002,Crimes Per 100,4868
Wyoming,2007,Property Crimes Per 100,2866
New Jersey,1997,Crimes Per 100,4057
New Mexico,1997,Crimes Per 100,6907
Nebraska,2004,Crimes Per 100,3829
New York,2001,Crimes Per 100,2925
Massachusetts,2004,Crimes Per 100,2919
Massachusetts,2003,Crimes Per 100,3036
Georgia,2013,Crimes Per 100,3706
Illinois,2008,Crimes Per 100,3458
Florida,2007,Crimes Per 100,4812
Mississippi,2004,Crimes Per 100,3774
Florida,2011,Crimes Per 100,4037
Oklahoma,1998,Property Crimes Per 100,4465
Massachusetts,2006,Property Crimes Per 100,2391
Mississippi,2008,Crimes Per 100,3225
Louisiana,2009,Crimes Per 100,4415
Arizona,2014,Crimes Per 100,3597
New Hampshire,2003,Crimes Per 100,2203
Maine,2005,Crimes Per 100,2525
Georgia,2012,Crimes Per 100,3790
Louisiana,1996,Violent Crimes Per 100,929
Hawaii,1996,Violent Crimes Per 100,281
Delaware,2002,Violent Crimes Per 100,600
Alaska,1991,Violent Crimes Per 100,614
Alabama,1992,Violent Crimes Per 100,872
Rhode Island,2016,Property Crimes Per 100,1899
Vermont,2011,Violent Crimes Per 100,135
Nevada,2012,Violent Crimes Per 100,608
Alabama,1996,Violent Crimes Per 100,565
North Dakota,2009,Violent Crimes Per 100,201
Oregon,2007,Violent Crimes Per 100,288
North Dakota,2004,Violent Crimes Per 100,79
South Dakota,1995,Violent Crimes Per 100,208
North Dakota,1996,Violent Crimes Per 100,84
Indiana,2007,Violent Crimes Per 100,334
Tennessee,2012,Property Crimes Per 100,3371
Mississippi,2015,Property Crimes Per 100,2834
Pennsylvania,2012,Property Crimes Per 100,2166
Maine,2015,Property Crimes Per 100,1830
Vermont,1993,Property Crimes Per 100,3858
Maine,2011,Property Crimes Per 100,2546
Montana,2005,Property Crimes Per 100,3143
Utah,1997,Violent Crimes Per 100,334
New Jersey,2009,Violent Crimes Per 100,312
Pennsylvania,2009,Violent Crimes Per 100,381
Wyoming,1994,Violent Crimes Per 100,273
North Dakota,2014,Violent Crimes Per 100,265
Rhode Island,2000,Violent Crimes Per 100,298
New York,2006,Violent Crimes Per 100,434
Texas,1997,Crimes Per 100,5481
New York,2006,Crimes Per 100,2487
Kentucky,2000,Crimes Per 100,2960
Illinois,1996,Crimes Per 100,5320
District of Columbia,1996,Crimes Per 100,11897
Indiana,1995,Crimes Per 100,4632
Arizona,2007,Crimes Per 100,4897
Illinois,2001,Property Crimes Per 100,3461
Arkansas,2003,Property Crimes Per 100,3632
Washington,1996,Property Crimes Per 100,5478
Wyoming,2001,Property Crimes Per 100,3260
Tennessee,1992,Property Crimes Per 100,4390
Ohio,2000,Property Crimes Per 100,3708
New Mexico,2001,Property Crimes Per 100,4543
Idaho,2012,Property Crimes Per 100,1984
Florida,2015,Property Crimes Per 100,2813
Nevada,1994,Violent Crimes Per 100,1002
Minnesota,1990,Violent Crimes Per 100,306
Wyoming,1998,Property Crimes Per 100,3560
New Jersey,1999,Property Crimes Per 100,2988
South Dakota,1995,Property Crimes Per 100,2853
Florida,2013,Property Crimes Per 100,3105
Louisiana,2001,Property Crimes Per 100,4651
Delaware,2006,Property Crimes Per 100,3417
South Carolina,2013,Violent Crimes Per 100,495
South Dakota,2013,Violent Crimes Per 100,299
Kentucky,2012,Property Crimes Per 100,2553
Nebraska,2001,Property Crimes Per 100,4025
North Carolina,1995,Violent Crimes Per 100,646
Georgia,2014,Violent Crimes Per 100,377
New York,1994,Violent Crimes Per 100,966
Mississippi,1992,Violent Crimes Per 100,412
Mississippi,1995,Violent Crimes Per 100,503
Iowa,1992,Violent Crimes Per 100,278
Pennsylvania,1997,Crimes Per 100,3432
Ohio,2011,Crimes Per 100,3662
Washington,2009,Crimes Per 100,3998
Wisconsin,1997,Crimes Per 100,3678
Wisconsin,1995,Crimes Per 100,3886
Wyoming,1995,Property Crimes Per 100,4066
Utah,1997,Property Crimes Per 100,5661
New Jersey,2013,Crimes Per 100,2168
West Virginia,1993,Crimes Per 100,2533
Montana,2009,Crimes Per 100,2718
Wyoming,1990,Crimes Per 100,4211
Utah,2015,Crimes Per 100,3216
Washington,2007,Crimes Per 100,4364
Vermont,2009,Crimes Per 100,2533
Wisconsin,2003,Property Crimes Per 100,2880
District of Columbia,1996,Property Crimes Per 100,9427
Colorado,1990,Property Crimes Per 100,5528
West Virginia,1991,Property Crimes Per 100,2472
Arkansas,2006,Violent Crimes Per 100,551
District of Columbia,1994,Violent Crimes Per 100,2663
North Dakota,1991,Property Crimes Per 100,2729
Nebraska,1991,Property Crimes Per 100,4020
Kentucky,2001,Property Crimes Per 100,2681
Kentucky,1995,Property Crimes Per 100,2987
Iowa,2002,Crimes Per 100,3448
Idaho,2002,Crimes Per 100,3173
Michigan,1996,Crimes Per 100,5118
Delaware,1995,Crimes Per 100,5159
Alabama,2004,Property Crimes Per 100,4025
Indiana,1996,Crimes Per 100,4498
Iowa,1992,Crimes Per 100,3957
Florida,2003,Crimes Per 100,5188
District of Columbia,2004,Crimes Per 100,6230
Missouri,1997,Crimes Per 100,4815
California,2012,Crimes Per 100,3182
Idaho,2000,Crimes Per 100,3186
Kentucky,1996,Crimes Per 100,3166
Arizona,1997,Crimes Per 100,7195
North Dakota,2008,Crimes Per 100,2061
Alaska,2012,Violent Crimes Per 100,603
Connecticut,2007,Violent Crimes Per 100,256
Alaska,2012,Property Crimes Per 100,2739
Alaska,2006,Property Crimes Per 100,3604
Connecticut,1995,Violent Crimes Per 100,406
Oregon,2016,Property Crimes Per 100,2964
West Virginia,2006,Property Crimes Per 100,2621
Tennessee,1998,Property Crimes Per 100,4319
Minnesota,1992,Property Crimes Per 100,4253
Alaska,2014,Property Crimes Per 100,2760
Illinois,1997,Property Crimes Per 100,4280
Arkansas,2004,Property Crimes Per 100,4013
Arizona,1999,Property Crimes Per 100,5345
Maryland,2009,Property Crimes Per 100,3201
California,2004,Violent Crimes Per 100,552
Arkansas,1990,Violent Crimes Per 100,532
Arizona,1994,Violent Crimes Per 100,703
Texas,2002,Violent Crimes Per 100,580
Arkansas,2002,Property Crimes Per 100,3738
Alabama,2013,Property Crimes Per 100,3351
Nebraska,2016,Property Crimes Per 100,2263
North Carolina,2005,Property Crimes Per 100,4075
North Carolina,2004,Property Crimes Per 100,4160
New Mexico,2004,Property Crimes Per 100,4198
Maryland,2006,Property Crimes Per 100,3480
South Carolina,1994,Violent Crimes Per 100,1031
Minnesota,2007,Violent Crimes Per 100,289
Minnesota,2005,Violent Crimes Per 100,297
Maine,2002,Violent Crimes Per 100,108
Indiana,2002,Violent Crimes Per 100,357
Texas,2008,Violent Crimes Per 100,508
Ohio,1998,Property Crimes Per 100,3965
Pennsylvania,2004,Violent Crimes Per 100,411
Massachusetts,1994,Violent Crimes Per 100,708
Maine,1997,Violent Crimes Per 100,121
Delaware,2008,Violent Crimes Per 100,703
Nebraska,1991,Crimes Per 100,4354
Hawaii,2009,Crimes Per 100,3936
Oklahoma,1993,Violent Crimes Per 100,635
Florida,2012,Violent Crimes Per 100,487
New Mexico,1991,Violent Crimes Per 100,835
Tennessee,1991,Crimes Per 100,5367
South Dakota,2012,Crimes Per 100,2382
Vermont,2000,Crimes Per 100,2987
Utah,2015,Property Crimes Per 100,2980
Tennessee,2011,Property Crimes Per 100,3596
West Virginia,2008,Property Crimes Per 100,2569
Oregon,2009,Property Crimes Per 100,2967
Wyoming,2002,Property Crimes Per 100,3307
Oregon,2004,Property Crimes Per 100,4631
Rhode Island,2006,Crimes Per 100,2814
Pennsylvania,2012,Crimes Per 100,2515
Texas,1999,Crimes Per 100,5032
Rhode Island,2015,Crimes Per 100,2141
Utah,2010,Crimes Per 100,3392
South Carolina,2009,Crimes Per 100,4559
Virginia,2006,Crimes Per 100,2760
North Carolina,2010,Crimes Per 100,3811
South Dakota,2008,Crimes Per 100,1847
Georgia,2010,Property Crimes Per 100,3641
Connecticut,1990,Violent Crimes Per 100,554
District of Columbia,2003,Violent Crimes Per 100,1625
Oklahoma,2014,Property Crimes Per 100,2991
Oklahoma,2010,Property Crimes Per 100,3416
Oklahoma,2014,Violent Crimes Per 100,406
Vermont,2004,Violent Crimes Per 100,112
California,2006,Crimes Per 100,3703
California,1998,Crimes Per 100,4343
Alaska,2013,Property Crimes Per 100,2885
California,2004,Property Crimes Per 100,3419
Florida,1997,Property Crimes Per 100,6248
Illinois,1992,Crimes Per 100,5765
New York,2015,Violent Crimes Per 100,380
West Virginia,2001,Violent Crimes Per 100,279
North Carolina,2007,Violent Crimes Per 100,466
Nebraska,2007,Violent Crimes Per 100,302
Utah,2011,Violent Crimes Per 100,195
Texas,2014,Crimes Per 100,3425
Wisconsin,2002,Crimes Per 100,3253
Mississippi,2012,Crimes Per 100,3072
Wyoming,1994,Crimes Per 100,4290
Texas,1993,Crimes Per 100,6439
Kansas,2010,Crimes Per 100,3489
Vermont,2003,Violent Crimes Per 100,114
New Jersey,2004,Violent Crimes Per 100,356
South Carolina,1993,Violent Crimes Per 100,1023
Ohio,1992,Crimes Per 100,4666
Kentucky,2009,Crimes Per 100,2771
Washington,1997,Property Crimes Per 100,5486
Kentucky,2002,Violent Crimes Per 100,271
Massachusetts,2008,Property Crimes Per 100,2400
Idaho,2015,Property Crimes Per 100,1744
Hawaii,2012,Property Crimes Per 100,3075
South Dakota,1993,Crimes Per 100,2958
North Carolina,1995,Crimes Per 100,5640
Maryland,2002,Crimes Per 100,4747
Massachusetts,2000,Crimes Per 100,3026
Texas,1995,Crimes Per 100,5684
Idaho,2012,Crimes Per 100,2192
New Jersey,1998,Crimes Per 100,3654
North Carolina,1992,Crimes Per 100,5802
Kansas,2006,Crimes Per 100,4175
Delaware,2005,Crimes Per 100,3744
Washington,2010,Violent Crimes Per 100,314
Utah,2016,Violent Crimes Per 100,243
Alaska,2015,Crimes Per 100,3548
Maryland,2002,Property Crimes Per 100,3983
Idaho,1994,Property Crimes Per 100,3791
Alabama,1998,Violent Crimes Per 100,512
Utah,2016,Crimes Per 100,3194
Vermont,2007,Property Crimes Per 100,2323
Alabama,2008,Property Crimes Per 100,4083
Wisconsin,2001,Property Crimes Per 100,3090
New Hampshire,2010,Property Crimes Per 100,2186
North Carolina,2006,Property Crimes Per 100,4120
Texas,1993,Property Crimes Per 100,5677
Montana,2006,Property Crimes Per 100,2687
Idaho,2013,Property Crimes Per 100,1864
Missouri,2010,Violent Crimes Per 100,455
Nebraska,2003,Violent Crimes Per 100,294
New Hampshire,2003,Violent Crimes Per 100,150
Kentucky,2015,Violent Crimes Per 100,219
Ohio,1994,Violent Crimes Per 100,486
Arkansas,2012,Violent Crimes Per 100,469
Florida,2002,Violent Crimes Per 100,771
Alaska,1995,Violent Crimes Per 100,771
Maine,2003,Property Crimes Per 100,2450
Mississippi,1990,Property Crimes Per 100,3529
Florida,1999,Property Crimes Per 100,5352
Vermont,2004,Property Crimes Per 100,2308
Michigan,2015,Property Crimes Per 100,1886
Tennessee,1997,Property Crimes Per 100,4722
Indiana,1998,Property Crimes Per 100,3738
Ohio,2003,Property Crimes Per 100,3650
Indiana,1998,Crimes Per 100,4169
Vermont,2012,Violent Crimes Per 100,143
Arizona,2010,Property Crimes Per 100,3534
Michigan,1990,Crimes Per 100,5995
Georgia,1995,Crimes Per 100,6004
Alaska,2008,Crimes Per 100,3584
Arkansas,1993,Crimes Per 100,4811
District of Columbia,2013,Crimes Per 100,6090
California,2000,Crimes Per 100,3740
Missouri,2009,Crimes Per 100,3877
Ohio,1990,Crimes Per 100,4843
New York,2006,Property Crimes Per 100,2052
Oregon,1991,Property Crimes Per 100,5249
Michigan,2006,Property Crimes Per 100,3212
North Carolina,1990,Property Crimes Per 100,4862
Pennsylvania,1992,Crimes Per 100,3393
New Mexico,2002,Crimes Per 100,5078
Rhode Island,2009,Violent Crimes Per 100,253
Wyoming,2006,Violent Crimes Per 100,239
Nebraska,2012,Violent Crimes Per 100,259
West Virginia,1996,Violent Crimes Per 100,210
Tennessee,1997,Violent Crimes Per 100,790
Massachusetts,2011,Violent Crimes Per 100,428
Ohio,2004,Violent Crimes Per 100,342
Massachusetts,2009,Violent Crimes Per 100,457
Wyoming,2001,Crimes Per 100,3518
South Dakota,2005,Violent Crimes Per 100,176
Texas,2007,Property Crimes Per 100,4121
Maryland,2010,Property Crimes Per 100,2997
New Hampshire,1990,Violent Crimes Per 100,132
Minnesota,1996,Violent Crimes Per 100,339
Indiana,2004,Violent Crimes Per 100,325
Maryland,1995,Violent Crimes Per 100,987
Kentucky,2013,Property Crimes Per 100,2363
Maryland,1999,Property Crimes Per 100,4176
Alabama,2015,Property Crimes Per 100,2979
Indiana,1990,Violent Crimes Per 100,474
Colorado,2006,Violent Crimes Per 100,391
Oregon,2010,Property Crimes Per 100,3013
North Dakota,2015,Violent Crimes Per 100,239
South Dakota,1992,Crimes Per 100,2999
Iowa,2011,Property Crimes Per 100,2330
Nebraska,1999,Property Crimes Per 100,3678
Rhode Island,1990,Violent Crimes Per 100,432
Pennsylvania,1991,Violent Crimes Per 100,450
Georgia,2009,Violent Crimes Per 100,426
West Virginia,1991,Crimes Per 100,2663
Wyoming,2010,Crimes Per 100,2658
Maryland,2011,Crimes Per 100,3354
Texas,2005,Property Crimes Per 100,4332
Maine,2013,Property Crimes Per 100,2292
South Carolina,2008,Crimes Per 100,4964
Virginia,1997,Crimes Per 100,3876
West Virginia,2013,Crimes Per 100,2394
Vermont,2006,Crimes Per 100,2441
Nebraska,2009,Crimes Per 100,3043
Florida,2010,Crimes Per 100,4101
Maryland,2001,Crimes Per 100,4867
Delaware,2007,Crimes Per 100,4059
Florida,2002,Crimes Per 100,5421
Delaware,1990,Crimes Per 100,5360
Pennsylvania,1995,Crimes Per 100,3365
Colorado,2000,Crimes Per 100,3983
California,2015,Violent Crimes Per 100,426
Missouri,1999,Violent Crimes Per 100,500
District of Columbia,2013,Violent Crimes Per 100,1282
South Carolina,2016,Crimes Per 100,3746
Wyoming,2000,Property Crimes Per 100,3032
Georgia,2002,Violent Crimes Per 100,460
Florida,1993,Violent Crimes Per 100,1206
Mississippi,2002,Property Crimes Per 100,3823
Nevada,1991,Property Crimes Per 100,5622
California,2013,Property Crimes Per 100,2658
Maryland,1996,Violent Crimes Per 100,931
Iowa,1998,Violent Crimes Per 100,312
Illinois,1995,Violent Crimes Per 100,996
Colorado,2002,Violent Crimes Per 100,353
California,1990,Violent Crimes Per 100,1045
Florida,1995,Violent Crimes Per 100,1071
Connecticut,2002,Violent Crimes Per 100,313
Connecticut,1991,Violent Crimes Per 100,540
Alabama,2006,Violent Crimes Per 100,425
Virginia,2015,Property Crimes Per 100,1867
Rhode Island,2014,Property Crimes Per 100,2174
Washington,2003,Violent Crimes Per 100,347
Pennsylvania,2012,Violent Crimes Per 100,349
Iowa,2015,Violent Crimes Per 100,286
Alaska,2003,Violent Crimes Per 100,598
California,1998,Violent Crimes Per 100,704
South Dakota,2014,Property Crimes Per 100,1864
Vermont,2009,Property Crimes Per 100,2401
Vermont,1995,Violent Crimes Per 100,118
New Hampshire,2008,Violent Crimes Per 100,157
Texas,1991,Violent Crimes Per 100,840
New Mexico,2001,Violent Crimes Per 100,781
New Jersey,2001,Violent Crimes Per 100,390
New Jersey,1997,Violent Crimes Per 100,493
Maine,2005,Violent Crimes Per 100,112
Oregon,2006,Property Crimes Per 100,3672
New Mexico,2007,Property Crimes Per 100,3726
Rhode Island,1997,Property Crimes Per 100,3321
Nevada,2005,Property Crimes Per 100,4242
Florida,2009,Violent Crimes Per 100,613
Virginia,2011,Violent Crimes Per 100,197
Kentucky,2015,Property Crimes Per 100,2178
Oklahoma,1990,Property Crimes Per 100,5051
Montana,2000,Property Crimes Per 100,3293
Massachusetts,2000,Property Crimes Per 100,2550
Kentucky,2013,Violent Crimes Per 100,199
New Hampshire,1996,Violent Crimes Per 100,118
Louisiana,1997,Violent Crimes Per 100,856
Nevada,1997,Crimes Per 100,6065
Florida,2001,Crimes Per 100,5570
Colorado,2005,Crimes Per 100,4436
New York,1997,Violent Crimes Per 100,689
Missouri,2008,Crimes Per 100,4168
South Dakota,2002,Crimes Per 100,2279
Maine,2007,Crimes Per 100,2547
Mississippi,1992,Property Crimes Per 100,3871
Indiana,2010,Crimes Per 100,3357
Ohio,2001,Crimes Per 100,4178
Wisconsin,2005,Crimes Per 100,2902
Tennessee,2011,Crimes Per 100,4204
Oregon,2004,Crimes Per 100,4930
Ohio,2005,Crimes Per 100,4014
Pennsylvania,1990,Crimes Per 100,3476
Mississippi,2002,Crimes Per 100,4159
Alaska,1998,Violent Crimes Per 100,654
Ohio,2009,Property Crimes Per 100,3271
Iowa,2015,Property Crimes Per 100,2047
Illinois,1998,Property Crimes Per 100,4051
Texas,1992,Property Crimes Per 100,6252
Louisiana,2000,Crimes Per 100,5423
Colorado,2001,Property Crimes Per 100,3868
Wisconsin,2008,Violent Crimes Per 100,274
District of Columbia,2003,Crimes Per 100,7489
Iowa,1992,Property Crimes Per 100,3679
Wyoming,2016,Violent Crimes Per 100,244
Florida,2000,Crimes Per 100,5695
Missouri,2005,Crimes Per 100,4453
Virginia,2014,Violent Crimes Per 100,196
Connecticut,2002,Crimes Per 100,2997
West Virginia,2016,Violent Crimes Per 100,358
Alabama,2006,Crimes Per 100,4361
Virginia,2009,Violent Crimes Per 100,227
Vermont,2015,Violent Crimes Per 100,118
Missouri,2015,Crimes Per 100,3351
New York,2009,Crimes Per 100,2321
Montana,2012,Crimes Per 100,2856
Wyoming,2003,Crimes Per 100,3578
Louisiana,2011,Property Crimes Per 100,3689
Oregon,1994,Property Crimes Per 100,5776
Idaho,1996,Crimes Per 100,4013
Minnesota,2009,Crimes Per 100,2885
Rhode Island,1998,Crimes Per 100,3518
Wisconsin,1992,Property Crimes Per 100,4043
Nevada,2013,Crimes Per 100,3429
Nebraska,2016,Crimes Per 100,2554
Utah,2008,Property Crimes Per 100,3357
Texas,2012,Crimes Per 100,3771
Minnesota,2015,Property Crimes Per 100,2222
District of Columbia,2007,Violent Crimes Per 100,1414
Kentucky,1994,Violent Crimes Per 100,605
Arizona,2001,Violent Crimes Per 100,540
Wisconsin,2000,Violent Crimes Per 100,237
New Mexico,2011,Violent Crimes Per 100,568
Montana,2013,Violent Crimes Per 100,241
Wisconsin,1990,Violent Crimes Per 100,265
North Dakota,2012,Violent Crimes Per 100,245
West Virginia,1992,Crimes Per 100,2610
Oklahoma,2004,Crimes Per 100,4743
Virginia,1994,Crimes Per 100,4048
Nebraska,2013,Crimes Per 100,2876
North Carolina,2014,Crimes Per 100,3203
Wyoming,1996,Crimes Per 100,4254
Washington,2001,Crimes Per 100,5152
Texas,2001,Property Crimes Per 100,4580
Michigan,2010,Crimes Per 100,3204
Arkansas,2013,Violent Crimes Per 100,446
Kansas,2002,Property Crimes Per 100,3716
Idaho,2001,Property Crimes Per 100,2890
Florida,1990,Property Crimes Per 100,7566
Arizona,1999,Crimes Per 100,5896
Georgia,2005,Crimes Per 100,4621
Missouri,1995,Crimes Per 100,5121
Mississippi,1991,Crimes Per 100,4221
Wisconsin,2000,Property Crimes Per 100,2972
West Virginia,1998,Crimes Per 100,2547
New Hampshire,1997,Crimes Per 100,2640
Kansas,1995,Crimes Per 100,4887
Minnesota,2004,Crimes Per 100,3309
Hawaii,2016,Crimes Per 100,3302
Hawaii,1995,Property Crimes Per 100,6903
Michigan,1993,Crimes Per 100,5453
Ohio,2007,Violent Crimes Per 100,343
Maine,2008,Crimes Per 100,2570
Iowa,2012,Crimes Per 100,2536
Rhode Island,2001,Crimes Per 100,3685
South Carolina,1995,Violent Crimes Per 100,982
Missouri,2012,Violent Crimes Per 100,451
New Mexico,2009,Violent Crimes Per 100,619
Oregon,2006,Crimes Per 100,3952
Nevada,2016,Crimes Per 100,3265
Nebraska,2013,Violent Crimes Per 100,252
Utah,1993,Violent Crimes Per 100,301
California,2002,Property Crimes Per 100,3361
Arizona,2002,Property Crimes Per 100,5850
Alaska,1995,Property Crimes Per 100,4983
Texas,2016,Property Crimes Per 100,2760
Oklahoma,2013,Property Crimes Per 100,3274
Nevada,2009,Property Crimes Per 100,3056
New Mexico,2008,Property Crimes Per 100,3909
Maine,2007,Property Crimes Per 100,2429
Utah,1998,Violent Crimes Per 100,314
Texas,2012,Violent Crimes Per 100,409
North Dakota,1993,Property Crimes Per 100,2738
South Dakota,1999,Violent Crimes Per 100,167
New Mexico,2003,Violent Crimes Per 100,667
Kansas,1992,Violent Crimes Per 100,511
New Hampshire,1992,Crimes Per 100,3081
Colorado,2015,Crimes Per 100,2963
Delaware,1994,Crimes Per 100,4148
District of Columbia,1990,Crimes Per 100,10774
Nebraska,1991,Violent Crimes Per 100,335
Missouri,1996,Violent Crimes Per 100,591
Pennsylvania,2007,Property Crimes Per 100,2361
Wyoming,1991,Property Crimes Per 100,4079
Ohio,1997,Property Crimes Per 100,4075
Minnesota,1999,Violent Crimes Per 100,274
Arkansas,2001,Violent Crimes Per 100,453
West Virginia,1993,Property Crimes Per 100,2324
Iowa,2016,Property Crimes Per 100,2086
Minnesota,2009,Property Crimes Per 100,2641
South Carolina,1991,Property Crimes Per 100,5207
Montana,1995,Property Crimes Per 100,4626
Missouri,1991,Property Crimes Per 100,4653
Idaho,1999,Property Crimes Per 100,2905
Connecticut,2007,Property Crimes Per 100,2400
Connecticut,1999,Violent Crimes Per 100,346
Alabama,1990,Violent Crimes Per 100,709
Iowa,1995,Property Crimes Per 100,3748
Idaho,1995,Property Crimes Per 100,4079
Kentucky,1992,Property Crimes Per 100,2788
Arizona,2005,Violent Crimes Per 100,513
Colorado,1993,Violent Crimes Per 100,567
Vermont,2014,Property Crimes Per 100,1524
Alaska,1994,Crimes Per 100,5708
